Species,Owner,Country.of.Origin,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Month,Grading.Year,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration.Month,Expiration.Year,Certification.Body
Arabica,CARCAFE LTDA CI,Colombia,carcafe ltda,2560,pasto,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,250,70,Almacafé,2015,August,2015,Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8,7.75,10,10,10,7.67,85.08,0,0,0,,0,August,2016,Almacafé
Arabica,Steven Kil,Ethiopia,the specialty coffee appraisers institute of asia,1700,aricha,BNT,100,60,Specialty Coffee Association,2014,October,2014,,Natural / Dry,8.42,8,7.42,8,7.92,7.92,9.33,10,10,8.08,85.08,0.1,2,0,Green,7,October,2015,Specialty Coffee Association
Arabica,Eileen Koyanagi,United States (Hawaii),kona pacific farmers cooperative,,kona,,12,100,Specialty Coffee Association,2014,March,2014,Hawaiian Kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10,10,10,7.92,85.08,0.11,2,0,Bluish-Green,2,March,2015,Specialty Coffee Association
Arabica,CARCAFE LTDA CI,Colombia,carcafe ltda,651,cundinamarca,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,250,70,Almacafé,2012,March,2012,Caturra,Natural / Dry,7.83,8,7.75,7.75,7.83,7.83,10,10,10,8.08,85.08,0.11,0,0,Green,8,March,2013,Almacafé
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,kona,Kona Pacific Farmers Cooperative,13,100,Specialty Coffee Association,2010,December,2010,,,8.08,8.17,7.92,8,8.08,8,9.33,9.33,10,8.17,85.08,0.01,1,0,,7,December,2011,Specialty Coffee Association
Arabica,Ethiopia Commodity Exchange,Ethiopia,,,sidamo,Exporter Name | Muluneh Kaka | Phone: 0114390290,360,6,Ethiopia Commodity Exchange,2010,June,2010,,,7.67,8,7.83,8,7.92,7.83,10,10,10,7.83,85.08,0,0,0,,5,June,2011,Ethiopia Commodity Exchange
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,kona,,27,0,Specialty Coffee Association,,May,2010,,,7.5,7.92,8.25,7.83,7.92,7.75,10,10,10,7.92,85.08,0,0,0,,0,May,2011,Specialty Coffee Association
Arabica,Kyagalanyi Coffee Ltd,Uganda,kyagalanyi coffee ltd,1800,eastern uganda,Kyagalanyi Coffee Ltd,200,60,Uganda Coffee Development Authority,2016,July,2017,SL14,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10,10,10,8,85,0.11,0,0,Green,1,July,2018,Uganda Coffee Development Authority
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,,huila,La Plata,135,70,Almacafé,2016,February,2017,Caturra,Washed / Wet,8,7.92,7.75,7.92,7.75,7.83,10,10,10,7.83,85,0,0,0,Green,3,February,2018,Almacafé
Arabica,Troy Quimby,Costa Rica,bold coast coffee,1900,tarrazu,Manuel Montero,36,46,Specialty Coffee Association,2016,January,2017,Catuai,Washed / Wet,7.83,8,7.58,7.92,7.92,7.83,10,10,10,7.92,85,0.12,1,1,Green,1,January,2018,Specialty Coffee Association
Arabica,"El Equimite, Cafetal Biodinámico",Mexico,"cafetal el equimite, rancho agroecológico, s.p.r. de r.l.",1300,veracruz,Varios productores minifundistas,1,30,Centro Agroecológico del Café A.C.,2015,September,2016,Typica,Washed / Wet,7.83,8,7.83,7.75,7.67,7.83,10,10,10,8.08,85,0.09,0,0,Green,3,September,2017,Centro Agroecológico del Café A.C.
Arabica,SIMON MAHINDA,Kenya,c dorman ltd,1,,,170,60,Kenya Coffee Traders Association,2015,May,2016,,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10,10,10,7.83,85,0.11,0,5,Green,7,May,2017,Kenya Coffee Traders Association
Arabica,RASHID MOLEDINA & CO. (MSA) LTD.,Kenya,rashid moledina & co. (msa) ltd,1580,central kenya,,38,60,Kenya Coffee Traders Association,2012,April,2013,SL34,Washed / Wet,7.75,7.83,7.75,8.08,8,7.75,10,10,10,7.83,85,0,0,0,Green,5,April,2014,Kenya Coffee Traders Association
Arabica,NUCOFFEE,Brazil,nucoffee,1100,grama valley,Idalina M. De Andrade Ferreira,31,60,NUCOFFEE,2012,February,2012,Mundo Novo,Natural / Dry,8,8,7.83,7.83,7.67,7.67,10,10,10,8,85,0.12,0,0,Green,3,February,2013,NUCOFFEE
Arabica,Young Kim,Mexico,,1400,mexico,Finca Kassandra,1,1,Specialty Coffee Association,2010,April,2011,Pacamara,,7.92,8.17,7.75,8.08,7.42,7.83,10,10,10,7.83,85,0,0,0,,0,April,2012,Specialty Coffee Association
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,kona,,15,100,Specialty Coffee Association,,February,2011,,,7.75,7.92,7.75,7.75,8,8,10,10,10,7.83,85,0,0,0,,1,February,2012,Specialty Coffee Association
Arabica,Carl Walker,Guatemala,,1326,"chuva, san marcos",Federico Weller,275,69,Specialty Coffee Association,2010,September,2010,,,7.83,8.08,7.67,8,7.75,7.67,10,10,10,8,85,0.04,0,0,,1,September,2011,Specialty Coffee Association
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,,huila,La Plata,243,70,Almacafé,2016,November,2016,Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10,10,10,7.83,84.92,0,1,6,,2,November,2017,Almacafé
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,1775,huila,La Plata,252,70,Almacafé,2015,October,2015,Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8,10,10,10,7.83,84.92,0.12,0,0,Green,1,October,2016,Almacafé
Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,taiwan coffee laboratory,800,natou county,SU CHUEN SHIAN 蘇春賢,20,40,Specialty Coffee Association,2015,June,2015,Typica,Semi-washed / Semi-pulped,7.67,7.83,8,7.58,8,7.92,10,10,10,7.92,84.92,0.11,0,0,Green,0,June,2016,Specialty Coffee Association
Arabica,Taylor Winch (T) Ltd,"Tanzania, United Republic Of",taylor winch (t) ltd,1620,mbeya,Hasambo AMCOS,134,60,Africa Fine Coffee Association,2014,December,2014,Other,Washed / Wet,8,7.83,7.83,7.92,7.75,7.75,10,10,10,7.83,84.92,0.12,0,0,Green,2,December,2015,Africa Fine Coffee Association
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,1775,huila,LA PLATA,50,70,Almacafé,2012,December,2012,Caturra,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8,10,10,10,7.92,84.92,0.11,0,0,Green,3,December,2013,Almacafé
Arabica,ARTEMIO ZAPATA TEJEDA,Mexico,,1200,coatepec,ARTEMIO ZAPATA TEJEDA,25,1,AMECAFE,2012,July,2012,Typica,Semi-washed / Semi-pulped,7.75,8,7.75,7.83,7.5,7.92,10,10,10,8.17,84.92,0.11,0,0,,0,July,2013,AMECAFE
Arabica,NUCOFFEE,Brazil,nucoffee,1200,south of minas,Glaucio Carneiro Pinto,4,60,NUCOFFEE,2011,December,2011,Bourbon,Natural / Dry,8,7.92,7.75,7.75,8,7.75,10,10,10,7.75,84.92,0.11,0,0,Green,2,December,2012,NUCOFFEE
Arabica,NUCOFFEE,Brazil,nucoffee,1000,south of minas,Ricardo Luiz Ferreira,10,60,NUCOFFEE,2011,December,2011,Catuai,Natural / Dry,8,8,7.75,8,7.5,7.75,10,10,10,7.92,84.92,0.12,0,0,Green,2,December,2012,NUCOFFEE
Arabica,Brian Speckman,Kenya,,,,,320,60,Specialty Coffee Association,2010,August,2010,,,8,7.67,7.83,8.17,7.92,7.75,10,10,10,7.58,84.92,0.06,1,0,,9,August,2011,Specialty Coffee Association
Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,taiwan coffee laboratory,350,"dongshan dist., tainan city 臺南市東山區",Wang Chao Yung 王超永,10,20,Specialty Coffee Association,2016,May,2016,Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10,10,10,8,84.83,0,0,0,Green,0,May,2017,Specialty Coffee Association
Arabica,Kawacom Uganda LTD,Uganda,kawacom uganda ltd,1650,eastern,Sipi organic coffee project,1,60,Uganda Coffee Development Authority,2013,June,2014,SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10,10,10,7.83,84.83,0.12,0,0,Green,1,June,2015,Uganda Coffee Development Authority
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),kona pacific farmers cooperative,,kona,,14,100,Specialty Coffee Association,2012,April,2012,Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8,10,10,10,8.08,84.83,0,3,0,,15,April,2013,Specialty Coffee Association
Arabica,Ethiopia Commodity Exchange,Ethiopia,,1750,sidamo,Sidama Coffee Farmers Coop. Union,300,6,Ethiopia Commodity Exchange,2009,June,2010,,,7.75,7.92,7.83,7.92,7.75,7.67,10,10,10,8,84.83,0.1,0,0,,2,June,2011,Ethiopia Commodity Exchange
Arabica,Philip Schluter,Ethiopia,,1750,sidamo,Sidama Coffee Farmers Coop. Union,300,6,Ethiopia Commodity Exchange,2009,June,2010,,,7.42,7.92,7.92,8,7.83,7.83,10,10,10,7.92,84.83,0.1,0,0,,4,June,2011,Ethiopia Commodity Exchange
Arabica,松澤宏樹 Koju Matsuzawa,Thailand,matsuzawa coffee,,thailand,Matsuzawa Coffee,50,50,Specialty Coffee Institute of Asia,2015,June,2016,Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8,7.75,10,10,10,8,84.75,0.12,0,0,Green,0,June,2017,Specialty Coffee Institute of Asia
Arabica,Lydiah Mwangi,Kenya,c dorman ltd,1800,nyeri,KARATINA,150,60,Kenya Coffee Traders Association,2014,June,2015,SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10,10,10,7.92,84.75,0.13,0,0,Green,0,June,2016,Kenya Coffee Traders Association
Arabica,CADEXSA,Honduras,cadexsa,1450,marcala,Omar Acosta,275,1,Instituto Hondureño del Café,2014,April,2014,Catuai,Washed / Wet,7.83,7.75,8,7.67,7.67,7.67,10,10,10,8.17,84.75,0.11,0,0,Green,4,April,2015,Instituto Hondureño del Café
Arabica,The Coffee Source Inc.,El Salvador,,1200,santa ana,Several producers,250,69,Specialty Coffee Association,2010,August,2011,,,7.75,8,8,8.33,7.67,7.92,10,10,9.33,7.75,84.75,0.15,0,0,,3,August,2012,Specialty Coffee Association
Arabica,Grounds for Health Admin,Nicaragua,,925,jinotega,Juan Alvaro Munguia,2,6,Specialty Coffee Association,2009,May,2010,,,7.83,7.58,7.58,7.83,7.75,7.67,10,10,10,8.5,84.75,0.18,0,0,,2,May,2011,Specialty Coffee Association
Arabica,Consejo Salvadoreño del Café,El Salvador,cafetalera del pacifico,1350,apaneca,J.J. Borja Nathan,150,69,Salvadoran Coffee Council,2016,June,2017,Bourbon,Washed / Wet,7.83,7.83,7.5,8,7.83,7.67,10,10,10,8,84.67,0,0,0,Blue-Green,2,June,2018,Salvadoran Coffee Council
Arabica,SanJava Coffee,Indonesia,pt. shriya artha nusantara,1200,"temanggung, indonesia",PT. Shriya Artha Nusantara,2,1,Specialty Coffee Association of Indonesia,2016,November,2016,Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,84.67,0.12,0,0,Green,7,November,2017,Specialty Coffee Association of Indonesia
Arabica,松澤宏樹 Koju Matsuzawa,Japan,matsuzawa coffee,170,ada okinawa japan,Taijiro TOKUDA,20,1,Specialty Coffee Institute of Asia,,November,2016,Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10,10,10,8.08,84.67,0.12,0,0,Green,0,November,2017,Specialty Coffee Institute of Asia
Arabica,Rodrigo Soto,Costa Rica,panamerican coffee trading,1150,tarrazu,Johanna,15,69,Specialty Coffee Association of Costa Rica,2015,October,2016,Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10,10,10,7.92,84.67,0.1,0,0,Blue-Green,2,October,2017,Specialty Coffee Association of Costa Rica
Arabica,Juan Luis Alvarado Romero,Guatemala,"waelti schoenfeld exportadores de cafe, s.a.",1600,acatenango,JUAN BOCK,120,34,Asociacion Nacional Del Café,2015,June,2016,Bourbon,Washed / Wet,7.75,7.83,7.58,8,7.92,7.75,10,10,10,7.83,84.67,0.1,0,0,Green,1,June,2017,Asociacion Nacional Del Café
Arabica,Fabian Calderon Mora,Costa Rica,coopetarrazú.r.l,1750,tarrazu,Coopetarrazú,50,1,Specialty Coffee Association of Costa Rica,2014,July,2015,Caturra,Washed / Wet,8.17,8,7.83,7.17,7.83,7.75,10,10,10,7.92,84.67,0.12,0,0,Green,0,July,2016,Specialty Coffee Association of Costa Rica
Arabica,EssenceCoffee,Ethiopia,essence coffee,1900,yirgacheffe,Moplaco,250,30,Blossom Valley International,2014,May,2015,Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10,10,10,7.92,84.67,0.1,0,0,,3,May,2016,Blossom Valley International
Arabica,EssenceCoffee,Costa Rica,essence coffee,1750,costa rica,Maria Elena Castro,20,69,Blossom Valley International,2014,May,2015,Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,7.67,84.67,0.08,0,0,Green,1,May,2016,Blossom Valley International
Arabica,Eric Thormaehlen,Costa Rica,coricafe s.a.,1200,west valley,CORICAFE BLEND,275,1,Specialty Coffee Association of Costa Rica,2014,March,2014,Catuai,Washed / Wet,8,7.58,7.83,7.75,7.75,7.75,10,10,10,8,84.67,0.11,0,0,Green,4,March,2015,Specialty Coffee Association of Costa Rica
Arabica,Rob Tuttle,Costa Rica,thrive farmers,,,,1,2,Specialty Coffee Association,2012,January,2014,,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8,10,10,9.33,7.92,84.67,0,1,0,Green,10,January,2015,Specialty Coffee Association
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,blossom valley宸嶧國際,1000,taichung xinshe 台中市新社區,Gu yong long 古永龍,10,30,Blossom Valley International,2013,December,2013,Typica,Washed / Wet,8,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,84.67,0.11,0,0,Green,0,December,2014,Blossom Valley International
Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,ecom cca sa,1550,santander,,250,70,Almacafé,2013,December,2013,Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,7.92,84.67,0,0,0,Green,0,December,2014,Almacafé
Arabica,Dream Together,Kenya,dream together inc.,610,nyeri,Sasini,235,60,Specialty Coffee Institute of Asia,2012,September,2012,SL28,Washed / Wet,7.75,7.92,7.83,8,7.58,7.75,10,10,10,7.83,84.67,0.11,0,0,Bluish-Green,0,September,2013,Specialty Coffee Institute of Asia
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1311,oriente,AGROPECUARIA QUIAGRAL,250,1,Asociacion Nacional Del Café,2012,July,2012,Bourbon,Washed / Wet,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,84.67,0.11,0,0,Green,4,July,2013,Asociacion Nacional Del Café
Arabica,Juan Luis Alvarado Romero,Guatemala,sertrasa,1524,acatenango,SERTRASA,125,1,Asociacion Nacional Del Café,2012,July,2012,Bourbon,Washed / Wet,7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,84.67,0.12,0,0,Green,4,July,2013,Asociacion Nacional Del Café
Arabica,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Mexico,organizaciones de productores de cafe colimense sa de cv,1200,el remudadero,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES",80,1,AMECAFE,2012,July,2012,Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,7.92,84.67,0.13,0,0,,3,July,2013,AMECAFE
Arabica,AFCA,Uganda,ugacof ltd,1775,mbale,,320,60,Africa Fine Coffee Association,2012,February,2012,Other,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10,10,10,7.83,84.67,0.11,0,0,Blue-Green,3,February,2013,Africa Fine Coffee Association
Arabica,Benjamin Schmerler,Peru,,,"penachi, cecanor",CECANOR,1,60,Specialty Coffee Association,,June,2011,,,7.67,7.83,7.75,7.75,7.92,7.83,10,10,10,7.92,84.67,0,0,0,,3,June,2012,Specialty Coffee Association
Arabica,Ethiopia Commodity Exchange,Ethiopia,,1750,sidamo,Sidama Coffee Farmers Coop. Union,300,6,Ethiopia Commodity Exchange,2009,June,2010,,,7.42,7.75,7.75,8,8,7.92,10,10,10,7.83,84.67,0.2,0,0,,3,June,2011,Ethiopia Commodity Exchange
Arabica,Jungle Estate,Kenya,keremara limited,1754,nyeri,JUNGLE ESTATE,66,60,Kenya Coffee Traders Association,,January,2018,SL34,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10,10,10,7.83,84.58,0.11,0,0,Blue-Green,5,January,2019,Kenya Coffee Traders Association
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,1500,santander,,250,70,Almacafé,2016,January,2017,Other,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,84.58,0,0,0,Blue-Green,4,January,2018,Almacafé
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,,huila,La Plata,125,70,Almacafé,2016,December,2016,Caturra,Washed / Wet,7.92,7.83,7.58,8,7.83,7.67,10,10,10,7.75,84.58,0,0,1,Green,5,December,2017,Almacafé
Arabica,Daniel Magu,Kenya,c dorman ltd,1800,nyeri,BLEND,100,60,Kenya Coffee Traders Association,2013,July,2014,Peaberry,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,7.92,84.58,0.1,0,0,Bluish-Green,2,July,2015,Kenya Coffee Traders Association
Arabica,Juan Luis Alvarado Romero,Guatemala,"armajaro guatemala, s. a.",1524,jalapa,ROBERTO MONTERROSO,250,69,Asociacion Nacional Del Café,2014,May,2014,Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,84.58,0.11,0,0,Green,1,May,2015,Asociacion Nacional Del Café
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,250,69,Asociacion Nacional Del Café,2014,March,2014,Bourbon,Washed / Wet,8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,84.58,0.09,0,0,Green,0,March,2015,Asociacion Nacional Del Café
Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,ecom cca sa,1550,santander,,250,70,Almacafé,2013,December,2013,Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,7.83,84.58,0,0,0,,0,December,2014,Almacafé
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,1775,huila,La Plata,75,70,Almacafé,2013,December,2013,Caturra,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8,10,10,10,7.92,84.58,0,0,0,,5,December,2014,Almacafé
Arabica,Taylor Winch (Coffee) Ltd.,Kenya,taylor winch (coffee) ltd,,,changeru wet mill,11,660,Kenya Coffee Traders Association,2013,August,2013,SL28,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10,10,10,7.75,84.58,0,0,0,Green,0,August,2014,Kenya Coffee Traders Association
Arabica,Exportadora de Cafe Condor S.A,Colombia,exportadora de cafe condor s.a,1750,huila,,250,70,Almacafé,2012,July,2013,Caturra,Washed / Wet,7.67,7.83,7.83,8,7.58,7.92,10,10,10,7.75,84.58,0,0,0,Green,2,July,2014,Almacafé
Arabica,LUSSO LAB,Costa Rica,lusso coffee lab,1575,tres rios,,1,1,Specialty Coffee Association,2012,March,2013,Bourbon,Semi-washed / Semi-pulped,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,84.58,0.12,0,0,Bluish-Green,2,March,2014,Specialty Coffee Association
Arabica,Exportadora de Cafe Condor S.A,Colombia,exportadora de cafe condor s.a,1800,huila,varios,250,70,Almacafé,2012,October,2012,Caturra,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,8.08,84.58,0.11,0,0,Green,6,October,2013,Almacafé
Arabica,NUCOFFEE,Brazil,nucoffee,1300,vale da grama,Homero Texeira de Macedo Junior,37,60,NUCOFFEE,2011,December,2011,Bourbon,Semi-washed / Semi-pulped,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,84.58,0.12,0,0,Green,2,December,2012,NUCOFFEE
Arabica,NUCOFFEE,Brazil,nucoffee,1100,mountains of minas gerais,Geraldo Paixão,35,60,NUCOFFEE,2011,December,2011,Catuai,Semi-washed / Semi-pulped,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,84.58,0.11,0,0,Blue-Green,1,December,2012,NUCOFFEE
Arabica,Max Gurdian,Costa Rica,beneficios volcafé costa rica,1200,valle central,Various,275,18975,Specialty Coffee Association of Costa Rica,2017,November,2017,Caturra,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,84.5,0.1,0,0,Bluish-Green,2,November,2018,Specialty Coffee Association of Costa Rica
Arabica,ECOM Japan Limited,Uganda,kawacom uganda ltd,1750,eastern uganda,Kawacom Uganda Ltd,200,12000,Uganda Coffee Development Authority,2016,March,2017,SL14,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,84.5,0.11,0,0,Green,1,March,2018,Uganda Coffee Development Authority
Arabica,Yunnan Coffee Exchange,China,yunnan coffee exchange,1680,yunnan,Menglian Ban’an Coffee Processing Factory,3,60,Yunnan Coffee Exchange,2015,April,2016,Catimor,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,84.5,0.1,0,0,Green,1,April,2017,Yunnan Coffee Exchange
Arabica,Fabian Calderon Mora,Costa Rica,coopetarrazú.r.l,1700,tarrazu,Coopetarrazú,250,1,Specialty Coffee Association of Costa Rica,2014,July,2015,Caturra,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,84.5,0.11,0,0,Green,0,July,2016,Specialty Coffee Association of Costa Rica
Arabica,Federacion Nacional de Cafeteros,Colombia,federacion nacional de cafeteros,1800,cauca,,275,2,Almacafé,2015,June,2015,Other,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,84.5,0.12,1,0,Green,0,June,2016,Almacafé
Arabica,Eric Wu,China,"puer jiangcheng fuwang coffee biotechnology co., ltd",1101,yunnan,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD",1,2,Specialty Coffee Association,2013,June,2014,Other,Washed / Wet,7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,84.5,0,0,0,Green,2,June,2015,Specialty Coffee Association
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1311,oriente,LUIS RODRIGUEZ,250,69,Asociacion Nacional Del Café,2013,February,2013,Bourbon,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,7.5,84.5,0.11,0,0,Green,2,February,2014,Asociacion Nacional Del Café
Arabica,Dream Together,Kenya,dream together co. ltd,610,nyeri,,235,60,Specialty Coffee Institute of Asia,2012,September,2012,SL28,Washed / Wet,7.92,7.83,7.67,8,7.67,7.75,10,10,10,7.67,84.5,0.11,0,0,Blue-Green,0,September,2013,Specialty Coffee Institute of Asia
Arabica,MARIA IMELDA USCANGA MARTINEZ,Mexico,,1350,hustusco,MARIA IMELDA USCANGA MARTINEZ,56,1,AMECAFE,2012,July,2012,Typica,Washed / Wet,8,7.92,7.42,8.08,7.5,7.67,10,10,10,7.92,84.5,0.12,0,0,Green,0,July,2013,AMECAFE
Arabica,ALFREDO BOJALIL,Mexico,ecomtrading,1500,jaltenango,SANTIAGO JOSE ARGUELLO CAMPOS,250,1,AMECAFE,2012,June,2012,Typica,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10,10,10,7.67,84.5,0.11,0,0,,4,June,2013,AMECAFE
Arabica,Juan Luis Alvarado Romero,Guatemala,"transcafe, s.a",,"el tumbador, san marcos","AGRICOLA NUEVA GRANADA, S.A",250,69,Asociacion Nacional Del Café,2012,February,2012,Bourbon,Washed / Wet,7.67,8,7.67,8,7.5,7.83,10,10,10,7.83,84.5,0.11,0,0,Green,2,February,2013,Asociacion Nacional Del Café
Arabica,Daniel Friedlander,Brazil,,,mmm,mmm,27,60,NUCOFFEE,,March,2011,,,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10,10,8.13,84.5,0,0,0,,4,March,2012,NUCOFFEE
Arabica,Alexandra Katona-Carroll,Brazil,,1000,test,,320,60,NUCOFFEE,,March,2011,,,8.17,7.67,7.75,7.75,7.67,7.75,10,10,10,7.75,84.5,0,2,0,,0,March,2012,NUCOFFEE
Arabica,Max Gurdian,Costa Rica,beneficios volcafé costa rica,1300,tarrazu,Beneficio San Diego,275,69,Specialty Coffee Association of Costa Rica,2016,March,2017,Caturra,Washed / Wet,7.58,7.83,7.83,8,7.67,7.58,10,10,10,7.92,84.42,0.1,0,0,Blue-Green,3,March,2018,Specialty Coffee Association of Costa Rica
Arabica,Aulia Arif Syahri,Indonesia,pt. olam indonesia,1400,sumatra brastagi,Surbakti,200,30,Specialty Coffee Association,2017,March,2017,Mandheling,Other,7.67,7.67,7.83,7.58,7.83,7.83,10,10,10,8,84.42,0,0,0,Blue-Green,3,March,2018,Specialty Coffee Association
